"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Minervabuurt-Noord";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Minervabuurt-Noord";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Minervabuurt-Noord";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Minervabuurt-Noord";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Minervabuurt-Midden";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Minervabuurt-Midden";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Minervabuurt-Midden";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Minervabuurt-Midden";"      55"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Minervabuurt-Midden";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Minervabuurt-Zuid";"      60"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Minervabuurt-Zuid";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Minervabuurt-Zuid";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Minervabuurt-Zuid";"      37"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Minervabuurt-Zuid";"      47"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Beethovenbuurt";"      39"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Beethovenbuurt";"      39"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Beethovenbuurt";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Beethovenbuurt";"      37"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Beethovenbuurt";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Diepenbrockbuurt";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Diepenbrockbuurt";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Diepenbrockbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Diepenbrockbuurt";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Diepenbrockbuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Scheldebuurt";"     183"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Scheldebuurt";"     216"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Scheldebuurt";"     186"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Scheldebuurt";"     211"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Scheldebuurt";"     263"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Wielingenbuurt";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Wielingenbuurt";"      35"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Wielingenbuurt";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Wielingenbuurt";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Wielingenbuurt";"      50"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Scheldebuurt-West";"      39"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Scheldebuurt-West";"      69"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Scheldebuurt-West";"      53"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Scheldebuurt-West";"      77"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Scheldebuurt-West";"      80"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Scheldebuurt-Midden";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Scheldebuurt-Midden";"      52"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Scheldebuurt-Midden";"      43"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Scheldebuurt-Midden";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Scheldebuurt-Midden";"      47"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Scheldebuurt-Oost";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Scheldebuurt-Oost";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Scheldebuurt-Oost";"      39"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Scheldebuurt-Oost";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Scheldebuurt-Oost";"      43"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Veluwebuurt";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Veluwebuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Veluwebuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Veluwebuurt";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Veluwebuurt";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Kop Zuidas";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Kop Zuidas";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Kop Zuidas";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Kop Zuidas";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Kop Zuidas";"      35"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"IJselbuurt";"      85"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"IJselbuurt";"      50"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"IJselbuurt";"     102"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"IJselbuurt";"      96"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"IJselbuurt";"      91"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"IJselbuurt-West";"      41"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"IJselbuurt-West";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"IJselbuurt-West";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"IJselbuurt-West";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"IJselbuurt-West";"      47"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"IJselbuurt-Oost";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"IJselbuurt-Oost";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"IJselbuurt-Oost";"      56"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"IJselbuurt-Oost";"      67"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"IJselbuurt-Oost";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rijnbuurt";"      95"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rijnbuurt";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rijnbuurt";"      83"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rijnbuurt";"      84"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rijnbuurt";"     118"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Kromme Mijdrechtbuurt";"      35"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Kromme Mijdrechtbuurt";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Kromme Mijdrechtbuurt";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Kromme Mijdrechtbuurt";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Kromme Mijdrechtbuurt";"      39"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rijnbuurt-West";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rijnbuurt-West";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rijnbuurt-West";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rijnbuurt-West";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rijnbuurt-West";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rijnbuurt-Midden";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rijnbuurt-Midden";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rijnbuurt-Midden";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rijnbuurt-Midden";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rijnbuurt-Midden";"      43"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rijnbuurt-Oost";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rijnbuurt-Oost";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rijnbuurt-Oost";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rijnbuurt-Oost";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rijnbuurt-Oost";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zorgvlied";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zorgvlied";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zorgvlied";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zorgvlied";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zorgvlied";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Prinses Irenebuurt e.o.";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Prinses Irenebuurt e.o.";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Prinses Irenebuurt e.o.";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Prinses Irenebuurt e.o.";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Prinses Irenebuurt e.o.";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Prinses Irenebuurt";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Prinses Irenebuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Prinses Irenebuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Prinses Irenebuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Prinses Irenebuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Beatrixpark";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Beatrixpark";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Beatrixpark";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Beatrixpark";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Beatrixpark";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zuidas";"     181"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zuidas";"     139"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zuidas";"     212"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zuidas";"     321"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuidas";"     306"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zuidas-Noord";"      85"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zuidas-Noord";"      64"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zuidas-Noord";"     105"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zuidas-Noord";"     132"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuidas-Noord";"     139"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"RAI";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"RAI";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"RAI";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"RAI";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"RAI";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"VU-kwartier";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"VU-kwartier";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"VU-kwartier";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"VU-kwartier";"      48"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"VU-kwartier";"      37"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zuidas-Zuid";"      38"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zuidas-Zuid";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zuidas-Zuid";"      51"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zuidas-Zuid";"      86"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuidas-Zuid";"      78"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Vivaldi";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Vivaldi";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Vivaldi";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Vivaldi";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vivaldi";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Buitenveldert-West";"     114"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Buitenveldert-West";"      57"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Buitenveldert-West";"      75"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Buitenveldert-West";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-West";"      88"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Amsterdamse Bos";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Amsterdamse Bos";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Amsterdamse Bos";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Amsterdamse Bos";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amsterdamse Bos";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zuiderhof";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zuiderhof";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zuiderhof";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zuiderhof";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zuiderhof";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Buitenveldert-West-Midden";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Buitenveldert-West-Midden";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Buitenveldert-West-Midden";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Buitenveldert-West-Midden";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-West-Midden";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Gelderlandpleinbuurt";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Gelderlandpleinbuurt";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Gelderlandpleinbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Gelderlandpleinbuurt";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Gelderlandpleinbuurt";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Buitenveldert-Zuidwest";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Buitenveldert-Zuidwest";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Buitenveldert-Zuidwest";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Buitenveldert-Zuidwest";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Zuidwest";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Buitenveldert-Zuid-Midden";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Buitenveldert-Zuid-Midden";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Buitenveldert-Zuid-Midden";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Buitenveldert-Zuid-Midden";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Zuid-Midden";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Buitenveldert-Oost";"      48"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Buitenveldert-Oost";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Buitenveldert-Oost";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Buitenveldert-Oost";"      60"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Oost";"      57"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"De Klenckebuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"De Klenckebuurt";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"De Klenckebuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Klenckebuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Klenckebuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Buitenveldert-Oost-Midden";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Buitenveldert-Oost-Midden";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Buitenveldert-Oost-Midden";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Buitenveldert-Oost-Midden";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Oost-Midden";"      28"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Buitenveldert-Zuidoost";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Buitenveldert-Zuidoost";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Buitenveldert-Zuidoost";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Buitenveldert-Zuidoost";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buitenveldert-Zuidoost";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Amstelpark";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Amstelpark";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Amstelpark";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Amstelpark";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Amstelpark";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oostelijk Havengebied";"     154"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oostelijk Havengebied";"     100"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oostelijk Havengebied";"     144"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oostelijk Havengebied";"     170"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostelijk Havengebied";"     139"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Java-eiland";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Java-eiland";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Java-eiland";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Java-eiland";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Java-eiland";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"KNSM-eiland";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"KNSM-eiland";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"KNSM-eiland";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"KNSM-eiland";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"KNSM-eiland";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oostelijke Handelskade";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oostelijke Handelskade";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oostelijke Handelskade";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oostelijke Handelskade";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostelijke Handelskade";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rietlanden";"      39"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rietlanden";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rietlanden";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rietlanden";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rietlanden";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sporenburg";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sporenburg";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sporenburg";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sporenburg";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sporenburg";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Borneo";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Borneo";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Borneo";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Borneo";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Borneo";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Entrepot-Noordwest";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Entrepot-Noordwest";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Entrepot-Noordwest";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Entrepot-Noordwest";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Entrepot-Noordwest";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bedrijvengebied Veelaan";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bedrijvengebied Veelaan";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bedrijvengebied Veelaan";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bedrijvengebied Veelaan";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijvengebied Veelaan";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Architectenbuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Architectenbuurt";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Architectenbuurt";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Architectenbuurt";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Architectenbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Cruquiusbuurt";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Cruquiusbuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Cruquiusbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Cruquiusbuurt";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Cruquiusbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bedrijvengebied Zeeburgerkade";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bedrijvengebied Zeeburgerkade";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bedrijvengebied Zeeburgerkade";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bedrijvengebied Zeeburgerkade";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijvengebied Zeeburgerkade";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Weesperzijde";"     153"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Weesperzijde";"     150"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Weesperzijde";"     145"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Weesperzijde";"     148"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesperzijde";"     179"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Weesperzijde-Noord";"      63"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Weesperzijde-Noord";"      56"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Weesperzijde-Noord";"      43"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Weesperzijde-Noord";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesperzijde-Noord";"      54"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Weesperzijde-Midden/Zuid";"      72"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Weesperzijde-Midden/Zuid";"      77"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Weesperzijde-Midden/Zuid";"      72"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Weesperzijde-Midden/Zuid";"      79"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Weesperzijde-Midden/Zuid";"      95"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Parooldriehoek";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Parooldriehoek";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Parooldriehoek";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Parooldriehoek";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Parooldriehoek";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oosterparkbuurt";"     199"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oosterparkbuurt";"     248"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oosterparkbuurt";"     244"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oosterparkbuurt";"     254"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterparkbuurt";"     273"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oosterparkbuurt-Noordwest";"      85"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oosterparkbuurt-Noordwest";"     103"
