"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Wester Quartier";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Wester Quartier";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bellamybuurt";"     141"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bellamybuurt";"     104"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bellamybuurt";"     122"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bellamybuurt";"     150"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bellamybuurt";"     106"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bellamybuurt-Noord";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bellamybuurt-Noord";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bellamybuurt-Noord";"      38"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bellamybuurt-Noord";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bellamybuurt-Noord";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bellamybuurt-Zuid";"      95"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bellamybuurt-Zuid";"      72"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bellamybuurt-Zuid";"      84"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bellamybuurt-Zuid";"     104"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bellamybuurt-Zuid";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Da Costabuurt";"     118"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Da Costabuurt";"      94"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Da Costabuurt";"     112"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Da Costabuurt";"     117"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Da Costabuurt";"      98"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Da Costabuurt-Noord";"     118"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Da Costabuurt-Noord";"      94"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Da Costabuurt-Noord";"     112"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Da Costabuurt-Noord";"     117"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Da Costabuurt-Noord";"      98"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Westindische Buurt";"      75"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Westindische Buurt";"      76"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Westindische Buurt";"     129"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Westindische Buurt";"     107"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Westindische Buurt";"      70"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Postjeskade e.o.";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Postjeskade e.o.";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Postjeskade e.o.";"      55"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Postjeskade e.o.";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Postjeskade e.o.";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Paramariboplein e.o.";"      51"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Paramariboplein e.o.";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Paramariboplein e.o.";"      74"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Paramariboplein e.o.";"      67"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Paramariboplein e.o.";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Van Lennepbuurt";"     121"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Van Lennepbuurt";"      97"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Van Lennepbuurt";"     104"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Van Lennepbuurt";"     120"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Van Lennepbuurt";"      78"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Lootsbuurt";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Lootsbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Lootsbuurt";"      38"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Lootsbuurt";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Lootsbuurt";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Borgerbuurt";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Borgerbuurt";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Borgerbuurt";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Borgerbuurt";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Borgerbuurt";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Da Costabuurt-Zuid";"      54"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Da Costabuurt-Zuid";"      41"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Da Costabuurt-Zuid";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Da Costabuurt-Zuid";"      51"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Da Costabuurt-Zuid";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Overtoomse Sluis";"     138"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Overtoomse Sluis";"      88"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Overtoomse Sluis";"     140"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Overtoomse Sluis";"     122"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Overtoomse Sluis";"     103"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Cremerbuurt-West";"      93"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Cremerbuurt-West";"      64"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Cremerbuurt-West";"      95"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Cremerbuurt-West";"      91"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Cremerbuurt-West";"      67"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Vondelparkbuurt-West";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Vondelparkbuurt-West";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Vondelparkbuurt-West";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Vondelparkbuurt-West";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vondelparkbuurt-West";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Helmersbuurt";"     134"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Helmersbuurt";"     101"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Helmersbuurt";"     151"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Helmersbuurt";"     143"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Helmersbuurt";"     148"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Cremerbuurt-Oost";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Cremerbuurt-Oost";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Cremerbuurt-Oost";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Cremerbuurt-Oost";"      38"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Cremerbuurt-Oost";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"WG-terrein";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"WG-terrein";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"WG-terrein";"      55"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"WG-terrein";"      55"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"WG-terrein";"      58"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Helmersbuurt-Oost";"      56"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Helmersbuurt-Oost";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Helmersbuurt-Oost";"      66"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Helmersbuurt-Oost";"      50"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Helmersbuurt-Oost";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Vondelparkbuurt";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Vondelparkbuurt";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Vondelparkbuurt";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Vondelparkbuurt";"      65"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vondelparkbuurt";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Vondelparkbuurt-Midden";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Vondelparkbuurt-Midden";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Vondelparkbuurt-Midden";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Vondelparkbuurt-Midden";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vondelparkbuurt-Midden";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Vondelparkbuurt-Oost";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Vondelparkbuurt-Oost";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Vondelparkbuurt-Oost";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Vondelparkbuurt-Oost";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Vondelparkbuurt-Oost";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterdijk Nieuw-West";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterdijk Nieuw-West";"      80"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterdijk Nieuw-West";"     145"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterdijk Nieuw-West";"     183"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterdijk Nieuw-West";"     232"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterdijk De Heining";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterdijk De Heining";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterdijk De Heining";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterdijk De Heining";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterdijk De Heining";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterdijk Poort-Noord";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterdijk Poort-Noord";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterdijk Poort-Noord";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterdijk Poort-Noord";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterdijk Poort-Noord";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterdijk Poort-Zuid";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterdijk Poort-Zuid";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterdijk Poort-Zuid";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterdijk Poort-Zuid";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterdijk Poort-Zuid";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterdijk Rhônepark";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterdijk Rhônepark";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterdijk Rhônepark";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterdijk Rhônepark";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterdijk Rhônepark";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterdijk Donauhoek";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterdijk Donauhoek";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterdijk Donauhoek";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterdijk Donauhoek";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterdijk Donauhoek";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bretten-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bretten-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bretten-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bretten-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bretten-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bretten-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bretten-Oost";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bretten-Oost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bretten-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bretten-Oost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterdijk Stationskwartier";"      66"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterdijk Stationskwartier";"      70"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterdijk Stationskwartier";"     127"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterdijk Stationskwartier";"     164"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterdijk Stationskwartier";"     206"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Geuzenveld";"      63"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Geuzenveld";"      60"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Geuzenveld";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Geuzenveld";"      77"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Geuzenveld";"      53"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Osdorper Binnenpolder";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Osdorper Binnenpolder";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Osdorper Binnenpolder";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Osdorper Binnenpolder";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Osdorper Binnenpolder";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"De Eendracht";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"De Eendracht";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"De Eendracht";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Eendracht";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Eendracht";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Ruys de Beerenbrouckbuurt";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Ruys de Beerenbrouckbuurt";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Ruys de Beerenbrouckbuurt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Ruys de Beerenbrouckbuurt";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Ruys de Beerenbrouckbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Eendrachtspark";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Eendrachtspark";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Eendrachtspark";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Eendrachtspark";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Eendrachtspark";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Van Tijenbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Van Tijenbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Van Tijenbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Van Tijenbuurt";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Van Tijenbuurt";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Dudokbuurt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Dudokbuurt";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Dudokbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Dudokbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dudokbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bakemabuurt";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bakemabuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bakemabuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bakemabuurt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bakemabuurt";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Wegener Sleeswijkbuurt";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Wegener Sleeswijkbuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Wegener Sleeswijkbuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Wegener Sleeswijkbuurt";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Wegener Sleeswijkbuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Slotermeer-West";"      48"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Slotermeer-West";"      48"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Slotermeer-West";"      47"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Slotermeer-West";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Slotermeer-West";"      47"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Jan de Louterbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Jan de Louterbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Jan de Louterbuurt";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Jan de Louterbuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Jan de Louterbuurt";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Lodewijk van Deysselbuurt";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Lodewijk van Deysselbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Lodewijk van Deysselbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Lodewijk van Deysselbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Lodewijk van Deysselbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Confuciusbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Confuciusbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Confuciusbuurt";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Confuciusbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Confuciusbuurt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Slotermeer-Noordoost";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Slotermeer-Noordoost";"      50"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Slotermeer-Noordoost";"      54"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Slotermeer-Noordoost";"      65"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Slotermeer-Noordoost";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Arondeusbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Arondeusbuurt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Arondeusbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Arondeusbuurt";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Arondeusbuurt";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Coronelbuurt";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Coronelbuurt";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Coronelbuurt";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Coronelbuurt";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Coronelbuurt";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Meerwaldtbuurt";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Meerwaldtbuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Meerwaldtbuurt";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Meerwaldtbuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Meerwaldtbuurt";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Dobbebuurt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Dobbebuurt";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Dobbebuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Dobbebuurt";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dobbebuurt";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Slotermeer-Zuidoost";"      56"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Slotermeer-Zuidoost";"      72"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Slotermeer-Zuidoost";"      80"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Slotermeer-Zuidoost";"      81"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Slotermeer-Zuidoost";"      68"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Dichtersbuurt";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Dichtersbuurt";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Dichtersbuurt";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Dichtersbuurt";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dichtersbuurt";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Louis Couperusbuurt";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Louis Couperusbuurt";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Louis Couperusbuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Louis Couperusbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Louis Couperusbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Noordoever Sloterplas";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Noordoever Sloterplas";"      39"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Noordoever Sloterplas";"      53"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Noordoever Sloterplas";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Noordoever Sloterplas";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sloterpark";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sloterpark";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sloterpark";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sloterpark";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sloterpark";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Lutkemeer/Ookmeer";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Lutkemeer/Ookmeer";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Lutkemeer/Ookmeer";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Lutkemeer/Ookmeer";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Lutkemeer/Ookmeer";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Osdorper Bovenpolder";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Osdorper Bovenpolder";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Osdorper Bovenpolder";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Osdorper Bovenpolder";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Osdorper Bovenpolder";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Ookmeer";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Ookmeer";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Ookmeer";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Ookmeer";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Ookmeer";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bedrijvenpark Lutkemeer";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bedrijvenpark Lutkemeer";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bedrijvenpark Lutkemeer";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bedrijvenpark Lutkemeer";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bedrijvenpark Lutkemeer";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"De Aker";"      18"
